SYSTEM;RELEASE;CLASS;WMC;DIT;NOC;CBO;RFC;LCOM;CA;CE;NPM;LCOM3;LOC;DAM;MOA;MFA;CAM;IC;CBM;AMC;key_class
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.AbstractSessionManager$SessionIf;1.0;1.0;0.0;2.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.LocalConnector$LocalEndPoint;7.0;0.0;0.0;6.0;30.0;1.0;1.0;6.0;6.0;0.0833;135.0;0.5;1.0;0.0;0.3143;0.0;0.0;18.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.SecureRequestCustomizer$CachedInfo;4.0;1.0;0.0;1.0;5.0;0.0;1.0;0.0;0.0;0.6667;28.0;1.0;0.0;0.0;0.4375;0.0;0.0;5.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpChannel$CommitCallback;6.0;1.0;1.0;12.0;19.0;0.0;3.0;11.0;3.0;0.3;70.0;0.5;1.0;0.0;0.3333;0.0;0.0;10.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ServletRequestHttpWrapper;33.0;0.0;0.0;1.0;34.0;528.0;1.0;0.0;33.0;2.0;99.0;0.0;0.0;0.0;0.2222;0.0;0.0;2.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$1;3.0;0.0;0.0;2.0;5.0;3.0;1.0;2.0;2.0;2.0;12.0;0.0;0.0;0.0;0.6667;0.0;0.0;3.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$2;3.0;0.0;0.0;2.0;4.0;3.0;1.0;1.0;2.0;2.0;10.0;0.0;0.0;0.0;1.0;0.0;0.0;2.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$3;3.0;0.0;0.0;3.0;5.0;3.0;1.0;2.0;2.0;2.0;13.0;0.0;0.0;0.0;1.0;0.0;0.0;3.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$4;2.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$5;2.0;0.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Dispatcher$IncludeAttributes;7.0;1.0;0.0;2.0;26.0;1.0;1.0;2.0;6.0;0.5;239.0;0.0;1.0;0.0;0.3714;0.0;0.0;32.1429;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AsyncNCSARequestLog;12.0;0.0;0.0;5.0;24.0;52.0;1.0;5.0;5.0;0.8182;103.0;1.0;1.0;0.0;0.3864;0.0;0.0;7.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.SslConnectionFactory;8.0;0.0;0.0;12.0;37.0;12.0;2.0;11.0;6.0;0.5;147.0;1.0;0.0;0.0;0.3333;0.0;0.0;17.125;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AbstractConnector;40.0;0.0;2.0;21.0;108.0;546.0;6.0;17.0;30.0;0.906;1013.0;1.0;2.0;0.0;0.1089;0.0;0.0;23.95;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ConnectionFactory$Upgrading;1.0;1.0;0.0;8.0;1.0;0.0;1.0;7.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ContextHandlerCollection;9.0;0.0;0.0;11.0;61.0;12.0;1.0;11.0;7.0;0.5625;455.0;1.0;0.0;0.0;0.2679;0.0;0.0;49.1111;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$Failure;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.jmx.AbstractHandlerMBean;4.0;0.0;2.0;12.0;24.0;4.0;2.0;10.0;2.0;0.3333;154.0;1.0;0.0;0.0;0.5556;0.0;0.0;37.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.LowResourceMonitor;29.0;0.0;0.0;11.0;68.0;310.0;1.0;11.0;18.0;0.9119;516.0;1.0;2.0;0.0;0.1652;0.0;0.0;16.2759;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Dispatcher;10.0;1.0;0.0;19.0;76.0;5.0;4.0;17.0;7.0;0.5926;560.0;0.6667;1.0;0.0;0.3;0.0;0.0;54.4;1.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ShutdownMonitor$ShutdownMonitorRunnable;7.0;1.0;0.0;4.0;61.0;0.0;1.0;4.0;7.0;0.1667;616.0;0.0;1.0;0.0;0.3095;0.0;0.0;86.8571;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.MovedContextHandler;12.0;0.0;0.0;5.0;17.0;50.0;1.0;5.0;12.0;0.8939;89.0;0.0;1.0;0.0;0.3958;0.0;0.0;5.9167;1.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ContextHandler$Context;37.0;0.0;0.0;29.0;129.0;0.0;18.0;12.0;36.0;0.6574;945.0;0.6667;1.0;0.0;0.1622;0.0;0.0;24.4595;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.AllowSymLinkAliasChecker;3.0;1.0;0.0;6.0;22.0;1.0;1.0;5.0;2.0;0.5;183.0;1.0;0.0;0.0;0.6667;0.0;0.0;59.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.JDBCSessionIdManager$Scavenger;2.0;1.0;0.0;3.0;6.0;0.0;1.0;3.0;1.0;0.0;59.0;0.0;1.0;0.0;0.75;0.0;0.0;28.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Utf8HttpWriter;2.0;0.0;0.0;4.0;13.0;0.0;1.0;3.0;2.0;0.0;438.0;0.0;0.0;0.0;0.625;0.0;0.0;217.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ServerConnector$ServerConnectorManager;7.0;0.0;0.0;9.0;15.0;0.0;1.0;9.0;2.0;0.0;59.0;0.0;1.0;0.0;0.3286;0.0;0.0;7.2857;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.SocketCustomizationListener;5.0;1.0;0.0;6.0;11.0;8.0;0.0;6.0;4.0;0.5;50.0;1.0;0.0;0.0;0.44;0.0;0.0;8.8;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ContextHandler$1;1.0;1.0;0.0;2.0;3.0;0.0;1.0;1.0;0.0;2.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$EofContent;1.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;2.0;5.0;0.0;0.0;0.0;1.0;0.0;0.0;4.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.MovedContextHandler$1;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.HashSessionManager$Saver;2.0;1.0;0.0;4.0;9.0;0.0;1.0;4.0;1.0;0.0;89.0;0.0;1.0;0.0;0.75;0.0;0.0;43.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AbstractConnectionFactory;9.0;0.0;4.0;18.0;32.0;16.0;6.0;13.0;6.0;0.625;179.0;1.0;0.0;0.0;0.1975;0.0;0.0;18.5556;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput$AsyncICB;4.0;0.0;2.0;9.0;16.0;0.0;2.0;7.0;1.0;0.0;87.0;0.0;1.0;0.0;0.5;0.0;0.0;20.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.NegotiatingServerConnection;12.0;0.0;0.0;8.0;31.0;40.0;0.0;8.0;3.0;0.8485;184.0;1.0;1.0;0.0;0.2576;0.0;0.0;13.8333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ShutdownMonitor;37.0;1.0;0.0;5.0;65.0;526.0;3.0;4.0;13.0;0.8542;420.0;1.0;0.0;0.0;0.1261;0.0;0.0;10.1351;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ContextHandler$StaticContext;51.0;0.0;1.0;4.0;61.0;1263.0;1.0;3.0;51.0;0.96;296.0;1.0;0.0;0.0;0.1586;0.0;0.0;4.7647;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.DebugHandler;9.0;0.0;0.0;13.0;50.0;22.0;0.0;13.0;6.0;0.5417;397.0;1.0;0.0;0.0;0.2698;0.0;0.0;42.7778;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpChannel$CommitCallback$1;3.0;1.0;0.0;5.0;9.0;0.0;1.0;5.0;2.0;0.0;40.0;0.0;1.0;0.0;0.6667;0.0;0.0;11.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ServletResponseHttpWrapper;22.0;0.0;0.0;1.0;23.0;231.0;1.0;0.0;22.0;2.0;56.0;0.0;0.0;0.0;0.3636;0.0;0.0;1.5455;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.EncodingHttpWriter;2.0;0.0;0.0;4.0;11.0;0.0;1.0;3.0;2.0;0.0;68.0;0.0;0.0;0.0;0.6;0.0;0.0;32.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpConnection$AsyncReadCallback;4.0;1.0;0.0;5.0;12.0;0.0;1.0;5.0;2.0;0.0;46.0;0.0;1.0;0.0;0.5;0.0;0.0;10.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.gzip.GzipHttpOutputInterceptor$GzipBufferCB;2.0;0.0;0.0;9.0;39.0;0.0;1.0;9.0;1.0;0.25;286.0;0.75;1.0;0.0;0.6;0.0;0.0;140.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AsyncContextState;18.0;1.0;0.0;9.0;39.0;145.0;4.0;9.0;17.0;0.5;165.0;0.5;2.0;0.0;0.1611;0.0;0.0;8.0556;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.MultiPartCleanerListener;4.0;1.0;0.0;3.0;10.0;6.0;0.0;3.0;2.0;1.0;42.0;0.0;1.0;0.0;0.8333;0.0;0.0;9.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.gzip.GzipHttpOutputInterceptor$1;1.0;1.0;0.0;2.0;3.0;0.0;1.0;1.0;0.0;2.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;33.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput;47.0;0.0;0.0;32.0;139.0;393.0;17.0;23.0;31.0;0.7115;1621.0;1.0;2.0;0.0;0.1033;0.0;0.0;33.2553;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.AbstractHandler;8.0;0.0;5.0;11.0;23.0;16.0;6.0;5.0;5.0;0.7143;103.0;1.0;1.0;0.0;0.4286;0.0;0.0;11.625;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ContextHandlerCollection$Branch;6.0;1.0;0.0;4.0;15.0;0.0;1.0;3.0;1.0;0.4;131.0;1.0;2.0;0.0;0.5833;0.0;0.0;20.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.LowResourceMonitor$1;2.0;1.0;0.0;4.0;9.0;0.0;2.0;3.0;1.0;0.0;30.0;0.0;1.0;0.0;0.75;0.0;0.0;13.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.jmx.AbstractSessionManagerMBean;2.0;0.0;0.0;8.0;8.0;1.0;0.0;8.0;2.0;2.0;44.0;0.0;0.0;0.0;0.75;0.0;0.0;21.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ShutdownHandler$1;2.0;2.0;0.0;3.0;7.0;0.0;1.0;3.0;1.0;0.0;32.0;0.0;2.0;0.9846;0.6667;0.0;0.0;14.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.JDBCSessionIdManager$DatabaseAdaptor;11.0;1.0;0.0;5.0;25.0;0.0;4.0;2.0;11.0;0.78;182.0;0.4;0.0;0.0;0.3864;0.0;0.0;15.0909;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.gzip.GzipHandler;40.0;0.0;0.0;22.0;105.0;494.0;0.0;22.0;36.0;0.9112;939.0;0.7692;0.0;0.0;0.1744;0.0;0.0;22.15;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Slf4jRequestLog;6.0;0.0;0.0;2.0;10.0;0.0;0.0;2.0;4.0;0.5;45.0;1.0;0.0;0.0;0.6667;0.0;0.0;6.1667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.DebugListener$3;3.0;1.0;0.0;4.0;15.0;0.0;1.0;4.0;2.0;0.0;140.0;0.0;1.0;0.0;0.6;0.0;0.0;45.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.PushBuilderImpl;21.0;1.0;0.0;14.0;58.0;118.0;1.0;14.0;20.0;0.8773;396.0;1.0;1.0;0.0;0.34;0.0;0.0;17.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ManagedAttributeListener;8.0;1.0;0.0;4.0;27.0;0.0;1.0;4.0;6.0;0.1429;213.0;0.3333;1.0;0.0;0.3265;0.0;0.0;25.25;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.HandlerList;2.0;0.0;0.0;3.0;7.0;1.0;0.0;3.0;2.0;2.0;34.0;0.0;0.0;0.0;0.6;0.0;0.0;16.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.UserIdentity$UnauthenticatedUserIdentity;0.0;1.0;0.0;2.0;0.0;0.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ShutdownMonitor$1;0.0;1.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.DebugListener$2;3.0;1.0;0.0;6.0;33.0;0.0;1.0;6.0;2.0;0.0;231.0;0.0;1.0;0.0;0.6667;0.0;0.0;75.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.DebugListener$1;5.0;1.0;0.0;6.0;25.0;0.0;1.0;6.0;4.0;0.0;193.0;0.0;1.0;0.0;0.6667;0.0;0.0;37.4;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpConnection$1;1.0;1.0;0.0;5.0;3.0;0.0;4.0;1.0;0.0;2.0;49.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ResourceHandler$1;3.0;1.0;0.0;3.0;9.0;0.0;1.0;3.0;2.0;0.5;31.0;0.0;1.0;0.0;0.5;0.0;0.0;8.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.nio.NetworkTrafficSelectChannelConnector;5.0;0.0;0.0;6.0;10.0;10.0;0.0;6.0;5.0;2.0;35.0;0.0;0.0;0.0;0.4222;0.0;0.0;6.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ResourceCache$CachedHttpContent;26.0;1.0;0.0;13.0;78.0;201.0;3.0;12.0;23.0;0.9013;481.0;0.0;2.0;0.0;0.2308;0.0;0.0;16.9231;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpChannel$1;1.0;1.0;0.0;4.0;3.0;0.0;3.0;1.0;0.0;2.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;68.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpTransport;6.0;1.0;0.0;10.0;6.0;15.0;7.0;3.0;6.0;2.0;6.0;0.0;0.0;0.0;0.2857;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AsyncContextState$2;2.0;1.0;0.0;7.0;9.0;0.0;1.0;7.0;1.0;0.0;30.0;0.0;2.0;0.0;0.625;0.0;0.0;12.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.IPAccessHandler;14.0;0.0;0.0;9.0;55.0;35.0;0.0;9.0;9.0;0.6154;447.0;0.25;0.0;0.0;0.2564;0.0;0.0;30.6429;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Response$2;1.0;1.0;0.0;3.0;5.0;0.0;1.0;2.0;0.0;2.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;44.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.RequestLogHandler;4.0;0.0;0.0;5.0;10.0;0.0;0.0;5.0;4.0;0.3333;40.0;1.0;1.0;0.0;0.375;0.0;0.0;8.75;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$ErrorState;4.0;0.0;0.0;2.0;10.0;0.0;1.0;2.0;3.0;0.5;42.0;0.0;1.0;0.0;0.5;0.0;0.0;9.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Response$1;3.0;2.0;0.0;1.0;4.0;3.0;1.0;0.0;0.0;2.0;14.0;0.0;0.0;0.8571;1.0;1.0;1.0;3.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ServerConnector;32.0;0.0;1.0;14.0;78.0;392.0;3.0;13.0;26.0;0.6728;480.0;1.0;0.0;0.0;0.154;0.0;0.0;13.7813;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AsyncContextState$1;5.0;1.0;0.0;1.0;13.0;0.0;1.0;1.0;4.0;0.25;84.0;0.0;1.0;0.0;0.4333;0.0;0.0;15.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$PoisonPillContent;2.0;0.0;1.0;3.0;3.0;0.0;1.0;2.0;2.0;0.0;13.0;1.0;0.0;0.0;0.75;0.0;0.0;5.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.DebugListener;17.0;0.0;0.0;9.0;50.0;86.0;3.0;9.0;11.0;0.75;328.0;0.7;1.0;0.0;0.1944;0.0;0.0;17.7059;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Server$DateField;1.0;1.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;2.0;12.0;0.0;0.0;0.0;1.0;0.0;0.0;9.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ScopedHandler;9.0;0.0;2.0;5.0;17.0;24.0;2.0;3.0;6.0;0.7917;134.0;1.0;2.0;0.0;0.7;0.0;0.0;13.5556;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Connector;13.0;1.0;0.0;32.0;13.0;78.0;28.0;6.0;13.0;2.0;13.0;0.0;0.0;0.0;0.3846;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.AbstractSessionManager;68.0;0.0;2.0;22.0;166.0;2036.0;8.0;16.0;62.0;0.96;1072.0;0.8387;3.0;0.0;0.1318;0.0;0.0;14.3088;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.InclusiveByteRange;11.0;1.0;0.0;3.0;36.0;25.0;0.0;3.0;10.0;0.5;355.0;0.3333;0.0;0.0;0.5333;0.0;0.0;31.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Request;150.0;1.0;0.0;92.0;398.0;8753.0;50.0;52.0;141.0;0.9529;3363.0;0.9333;8.0;0.0;0.0572;0.0;0.0;21.12;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ResourceCache$CachedGzipHttpContent;5.0;0.0;0.0;8.0;19.0;2.0;1.0;8.0;4.0;0.75;90.0;0.75;3.0;0.0;0.4667;0.0;0.0;16.2;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.MovedContextHandler$Redirector;3.0;0.0;0.0;6.0;19.0;1.0;1.0;6.0;1.0;0.0;105.0;0.0;1.0;0.0;0.4762;0.0;0.0;33.6667;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.DefaultHandler;7.0;0.0;0.0;15.0;62.0;0.0;0.0;15.0;6.0;0.7;453.0;0.2;0.0;0.0;0.3333;0.0;0.0;63.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AsyncContextEvent;16.0;0.0;0.0;13.0;28.0;74.0;11.0;5.0;16.0;0.8667;189.0;1.0;3.0;0.0;0.1477;0.0;0.0;10.375;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$1;2.0;1.0;0.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$4;2.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$5;2.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$2;2.0;1.0;0.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Authentication$3;2.0;1.0;0.0;2.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;0.0;0.0;0.0;1.0;0.0;0.0;2.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.ErrorHandler;18.0;0.0;0.0;19.0;70.0;115.0;3.0;19.0;10.0;0.8706;390.0;0.2;0.0;0.0;0.2888;0.0;0.0;20.3889;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.StatisticsHandler;40.0;0.0;0.0;12.0;101.0;494.0;1.0;12.0;31.0;0.859;864.0;1.0;0.0;0.0;0.188;0.0;0.0;20.15;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ResourceContentFactory;4.0;1.0;0.0;6.0;20.0;0.0;0.0;6.0;3.0;0.25;135.0;1.0;0.0;0.0;0.3929;0.0;0.0;31.75;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput;33.0;0.0;1.0;26.0;101.0;38.0;10.0;21.0;20.0;0.7125;1153.0;1.0;9.0;0.0;0.1964;0.0;0.0;33.4848;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Server;39.0;0.0;0.0;68.0;184.0;609.0;33.0;44.0;34.0;0.8828;1233.0;1.0;3.0;0.0;0.0877;0.0;0.0;30.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.JDBCSessionIdManager$SessionIdTableSchema;11.0;1.0;0.0;2.0;16.0;0.0;1.0;1.0;10.0;0.6;128.0;1.0;1.0;0.0;0.4545;0.0;0.0;10.3636;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HandlerContainer;4.0;1.0;0.0;8.0;4.0;6.0;6.0;2.0;4.0;2.0;4.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.NetworkTrafficServerConnector;8.0;0.0;1.0;12.0;19.0;0.0;1.0;11.0;7.0;0.0;109.0;1.0;0.0;0.0;0.2596;0.0;0.0;12.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput$3;1.0;1.0;0.0;3.0;3.0;0.0;2.0;1.0;0.0;2.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInput$Content;6.0;1.0;2.0;8.0;13.0;0.0;6.0;2.0;6.0;0.2;43.0;1.0;0.0;0.0;0.5833;0.0;0.0;6.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput$2;3.0;1.0;0.0;2.0;8.0;0.0;1.0;2.0;2.0;0.0;30.0;0.0;1.0;0.0;0.5;0.0;0.0;8.3333;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.PushBuilder;19.0;1.0;0.0;2.0;19.0;171.0;2.0;0.0;19.0;2.0;19.0;0.0;0.0;0.0;0.5088;0.0;0.0;0.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput$1;2.0;0.0;0.0;7.0;8.0;0.0;4.0;4.0;0.0;0.0;32.0;0.0;1.0;0.0;0.75;0.0;0.0;14.5;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.MemSession;10.0;0.0;2.0;5.0;30.0;0.0;2.0;3.0;9.0;0.0;183.0;1.0;0.0;0.0;0.2714;0.0;0.0;17.2;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpChannel$Commit100Callback;3.0;0.0;0.0;4.0;9.0;1.0;1.0;4.0;1.0;0.0;34.0;0.0;1.0;0.0;0.6667;0.0;0.0;10.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.handler.SecuredRedirectHandler;2.0;0.0;0.0;5.0;16.0;1.0;0.0;5.0;2.0;2.0;58.0;0.0;0.0;0.0;0.6;0.0;0.0;28.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.NegotiatingServerConnectionFactory;9.0;0.0;0.0;9.0;39.0;24.0;0.0;9.0;7.0;0.625;217.0;1.0;0.0;0.0;0.2857;0.0;0.0;22.8889;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.session.JDBCSessionIdManager$SessionTableSchema;43.0;1.0;0.0;4.0;59.0;737.0;3.0;1.0;41.0;0.8333;897.0;1.0;1.0;0.0;0.3663;0.0;0.0;19.5116;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpInputOverHTTP;3.0;0.0;0.0;7.0;12.0;3.0;1.0;6.0;1.0;2.0;36.0;0.0;0.0;0.0;0.6667;0.0;0.0;11.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.ResourceCache;26.0;1.0;0.0;12.0;69.0;203.0;3.0;11.0;14.0;0.8185;599.0;1.0;1.0;0.0;0.19;0.0;0.0;21.5385;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Response;70.0;1.0;0.0;61.0;284.0;1325.0;24.0;42.0;64.0;0.8538;2670.0;0.9091;4.0;0.0;0.1304;0.0;0.0;36.8286;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.AbstractNCSARequestLog;29.0;0.0;2.0;19.0;71.0;316.0;2.0;17.0;23.0;0.9203;626.0;1.0;0.0;0.0;0.2009;0.0;0.0;20.1379;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.Iso88591HttpWriter;2.0;0.0;0.0;4.0;11.0;1.0;1.0;3.0;2.0;2.0;108.0;0.0;0.0;0.0;0.625;0.0;0.0;53.0;0.0
jetty;9.3.6.v20151106;org.eclipse.jetty.server.HttpOutput$ReadableByteChannelWritingCB;3.0;0.0;0.0;7.0;23.0;0.0;1.0;7.0;2.0;0.25;115.0;0.75;1.0;0.0;0.4667;0.0;0.0;36.0;0.0
