"classe_origem";"release_anterior";"SYSTEM";"RELEASE";"CLASS";"WMC";"DIT";"NOC";"CBO";"RFC";"LCOM";"CA";"CE";"NPM";"LCOM3";"LOC";"DAM";"MOA";"MFA";"CAM";"IC";"CBM";"AMC";"key_class";"refatoracao"
"org.eclipse.jetty.server.session.JDBCSessionIdManager";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.session.JDBCSessionIdManager";36.0;0.0;0.0;12.0;112.0;432.0;4.0;11.0;25.0;0.9014;1652.0;0.9677;2.0;0.0;0.1532;0.0;0.0;440278.0;"0.0";"1.0"
"org.eclipse.jetty.server.AsyncContinuation$AsyncEventState";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.AsyncContinuation$AsyncEventState";11.0;0.0;0.0;6.0;21.0;31.0;3.0;4.0;9.0;0.85;143.0;0.8333;1.0;0.0;0.2208;0.0;0.0;114545.0;"0.0";"1.0"
"org.eclipse.jetty.server.bio.SocketConnector";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.bio.SocketConnector";18.0;0.0;1.0;13.0;59.0;115.0;3.0;11.0;8.0;0.8529;262.0;1.0;0.0;0.0;0.1985;0.0;0.0;133333.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.GzipHandler";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.handler.GzipHandler";18.0;0.0;0.0;12.0;46.0;115.0;3.0;11.0;14.0;0.8824;257.0;1.0;0.0;0.0;0.2279;0.0;0.0;129444.0;"0.0";"1.0"
"org.eclipse.jetty.server.session.AbstractSession";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.session.AbstractSession";49.0;1.0;2.0;11.0;89.0;810.0;7.0;6.0;36.0;0.8778;936.0;0.9333;1.0;0.0;0.1713;0.0;0.0;177959.0;"0.0";"1.0"
"org.eclipse.jetty.server.ShutdownMonitor";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.ShutdownMonitor";30.0;1.0;0.0;4.0;50.0;327.0;3.0;3.0;10.0;0.8391;343.0;1.0;1.0;0.0;0.1567;0.0;0.0;102333.0;"0.0";"1.0"
"org.eclipse.jetty.server.session.AbstractSessionManager";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.session.AbstractSessionManager";72.0;0.0;2.0;20.0;159.0;2308.0;6.0;15.0;66.0;0.951;933.0;0.84;3.0;0.0;0.1472;0.0;0.0;116111.0;"0.0";"1.0"
"org.eclipse.jetty.server.Server";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.Server";47.0;0.0;0.0;49.0;137.0;813.0;30.0;27.0;44.0;0.8929;882.0;1.0;2.0;0.0;0.1118;0.0;0.0;174681.0;"0.0";"1.0"
"org.eclipse.jetty.server.ResourceCache";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.ResourceCache";26.0;1.0;0.0;12.0;72.0;201.0;2.0;12.0;14.0;0.8167;500.0;1.0;1.0;0.0;0.19;0.0;0.0;177692.0;"0.0";"1.0"
"org.eclipse.jetty.server.session.JDBCSessionManager$Session";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.session.JDBCSessionManager$Session";26.0;0.0;0.0;8.0;58.0;199.0;3.0;6.0;15.0;0.888;349.0;0.9;1.0;0.0;0.2308;0.0;0.0;120385.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ConnectHandler$ClientToProxyConnection";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.handler.ConnectHandler$ClientToProxyConnection";15.0;1.0;0.0;9.0;41.0;55.0;2.0;9.0;14.0;0.8482;357.0;0.875;2.0;0.0;0.1833;0.0;0.0;222667.0;"0.0";"1.0"
"org.eclipse.jetty.server.SessionManager";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.SessionManager";34.0;1.0;0.0;8.0;34.0;561.0;5.0;4.0;33.0;10269.0;46.0;0.0;0.0;0.0;0.1852;0.0;0.0;0.0882;"0.0";"1.0"
"org.eclipse.jetty.server.ssl.SslConnector";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.ssl.SslConnector";35.0;1.0;0.0;5.0;40.0;595.0;3.0;2.0;34.0;10118.0;69.0;0.0;0.0;0.0;0.3059;0.0;0.0;0.8286;"0.0";"1.0"
"org.eclipse.jetty.server.handler.HandlerCollection";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.handler.HandlerCollection";15.0;0.0;2.0;13.0;52.0;39.0;4.0;10.0;11.0;0.5476;441.0;1.0;1.0;0.0;0.15;0.0;0.0;28.2;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ResourceHandler";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.handler.ResourceHandler";27.0;0.0;0.0;17.0;104.0;253.0;0.0;17.0;22.0;0.8741;692.0;0.0909;1.0;0.0;0.2051;0.0;0.0;242222.0;"0.0";"1.0"
"org.eclipse.jetty.server.nio.BlockingChannelConnector";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.server.nio.BlockingChannelConnector";14.0;0.0;0.0;10.0;44.0;65.0;2.0;10.0;7.0;0.8462;154.0;1.0;0.0;0.0;0.2179;0.0;0.0;97857.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.AbstractHandler";"8.0.0.M2";"jetty";"8.0.0.M2";"org.eclipse.jetty.server.handler.AbstractHandler";10.0;0.0;5.0;12.0;31.0;39.0;5.0;7.0;7.0;0.7778;145.0;1.0;1.0;0.0;0.35;0.0;0.0;13.4;"0.0";"1.0"
"org.eclipse.jetty.server.HttpConnection";"8.0.4.v20111024";"jetty";"8.0.4.v20111024";"org.eclipse.jetty.server.HttpConnection";59.0;0.0;2.0;44.0;162.0;1307.0;19.0;33.0;36.0;0.9403;1272.0;0.9615;6.0;0.0;0.0998;0.0;0.0;201186.0;"0.0";"1.0"
"org.eclipse.jetty.server.AbstractConnector";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.server.AbstractConnector";108.0;0.0;3.0;24.0;203.0;5040.0;4.0;21.0;94.0;0.9638;1194.0;1.0;1.0;0.0;0.0978;0.0;0.0;97593.0;"0.0";"1.0"
"org.eclipse.jetty.server.Connector";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.server.Connector";50.0;1.0;0.0;17.0;50.0;1225.0;14.0;5.0;50.0;2.0;50.0;0.0;0.0;0.0;0.1857;0.0;0.0;0.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ConnectHandler";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.server.handler.ConnectHandler";39.0;0.0;1.0;26.0;135.0;563.0;4.0;25.0;18.0;0.8191;953.0;1.0;0.0;0.0;0.1276;0.0;0.0;232308.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ContextHandler";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.server.handler.ContextHandler";98.0;0.0;1.0;45.0;276.0;4089.0;20.0;30.0;84.0;0.9522;2723.0;0.9744;2.0;0.0;0.0611;0.0;0.0;263878.0;"1.0";"1.0"
"org.eclipse.jetty.server.HttpChannelState";"9.0.0.M1";"jetty";"9.0.0.M1";"org.eclipse.jetty.server.HttpChannelState";56.0;1.0;0.0;27.0;110.0;594.0;14.0;18.0;41.0;0.8085;1541.0;1.0;3.0;0.0;0.1026;0.0;0.0;26.25;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ContextHandler$Context";"9.0.0.M3";"jetty";"9.0.0.M3";"org.eclipse.jetty.server.handler.ContextHandler$Context";59.0;1.0;0.0;21.0;142.0;1027.0;12.0;10.0;58.0;0.8793;1020.0;0.8;1.0;0.0;0.1175;0.0;0.0;162034.0;"0.0";"1.0"
"org.eclipse.jetty.server.NCSARequestLog";"9.0.0.v20130308";"jetty";"9.0.0.v20130308";"org.eclipse.jetty.server.NCSARequestLog";36.0;0.0;0.0;17.0;88.0;430.0;0.0;17.0;32.0;0.9129;890.0;1.0;0.0;0.0;0.1746;0.0;0.0;231389.0;"0.0";"1.0"
"org.eclipse.jetty.server.Request";"9.0.4.v20130625";"jetty";"9.0.4.v20130625";"org.eclipse.jetty.server.Request";133.0;1.0;0.0;71.0;331.0;7504.0;38.0;41.0;131.0;0.9543;2910.0;0.9434;8.0;0.0;0.0582;0.0;0.0;204812.0;"0.0";"1.0"
"org.eclipse.jetty.server.handler.ShutdownHandler";"9.0.7.v20131107";"jetty";"9.0.7.v20131107";"org.eclipse.jetty.server.handler.ShutdownHandler";19.0;0.0;0.0;8.0;49.0;123.0;1.0;8.0;10.0;0.7361;305.0;1.0;0.0;0.0;0.2292;0.0;0.0;148421.0;"0.0";"1.0"
"org.eclipse.jetty.server.HttpChannel";"9.1.0.v20131115";"jetty";"9.1.0.v20131115";"org.eclipse.jetty.server.HttpChannel";48.0;1.0;1.0;54.0;207.0;732.0;20.0;42.0;34.0;0.8673;1416.0;1.0;6.0;0.0;0.084;0.0;0.0;281458.0;"0.0";"1.0"
"org.eclipse.jetty.server.HttpInput";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.server.HttpInput";31.0;0.0;2.0;15.0;63.0;233.0;8.0;9.0;20.0;0.7905;816.0;1.0;7.0;0.0;0.2048;0.0;0.0;24871.0;"0.0";"1.0"
"org.eclipse.jetty.server.HttpInputOverHTTP";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.server.HttpInputOverHTTP";18.0;0.0;0.0;10.0;48.0;115.0;1.0;10.0;7.0;0.8235;254.0;1.0;1.0;0.0;0.2773;0.0;0.0;128889.0;"0.0";"1.0"
"org.eclipse.jetty.server.Response";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.server.Response";70.0;1.0;0.0;56.0;268.0;1351.0;21.0;40.0;63.0;0.8496;2556.0;0.9048;4.0;0.0;0.1263;0.0;0.0;352143.0;"0.0";"1.0"
"org.eclipse.jetty.server.HttpOutput";"9.3.1.v20150714";"jetty";"9.3.1.v20150714";"org.eclipse.jetty.server.HttpOutput";46.0;0.0;0.0;32.0;139.0;467.0;17.0;23.0;31.0;0.7131;1622.0;1.0;2.0;0.0;0.1056;0.0;0.0;340217.0;"0.0";"1.0"
"org.eclipse.jetty.servlet.ServletHolder";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlet.ServletHolder";44.0;0.0;0.0;25.0;124.0;674.0;13.0;18.0;31.0;0.8854;1084.0;0.9286;2.0;0.0;0.124;0.0;0.0;233182.0;"0.0";"1.0"
"org.eclipse.jetty.servlet.FilterMapping";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlet.FilterMapping";20.0;1.0;0.0;10.0;38.0;126.0;3.0;7.0;16.0;0.9518;296.0;0.4167;1.0;0.0;0.2063;0.0;0.0;13.2;"0.0";"1.0"
"org.eclipse.jetty.servlet.ServletHandler";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlet.ServletHandler";59.0;0.0;0.0;42.0;202.0;1469.0;13.0;34.0;47.0;0.8811;2311.0;0.9474;5.0;0.0;0.0969;0.0;0.0;378475.0;"0.0";"1.0"
"org.eclipse.jetty.servlet.ServletContextHandler";"9.0.0.M1";"jetty";"9.0.0.M1";"org.eclipse.jetty.servlet.ServletContextHandler";41.0;0.0;0.0;18.0;100.0;688.0;3.0;17.0;31.0;0.8712;692.0;0.6923;1.0;0.0;0.105;0.0;0.0;15561.0;"0.0";"1.0"
"org.eclipse.jetty.servlet.Holder";"9.1.0.v20131115";"jetty";"9.1.0.v20131115";"org.eclipse.jetty.servlet.Holder";30.0;0.0;2.0;21.0;66.0;317.0;10.0;12.0;26.0;0.8966;354.0;1.0;2.0;0.0;0.1571;0.0;0.0;104667.0;"0.0";"1.0"
"org.eclipse.jetty.servlet.DefaultServlet";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.servlet.DefaultServlet";23.0;0.0;0.0;31.0;195.0;177.0;1.0;31.0;5.0;0.839;2340.0;1.0;2.0;0.0;0.2197;0.0;0.0;996957.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.DoSFilter";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlets.DoSFilter";50.0;1.0;1.0;13.0;146.0;1039.0;6.0;12.0;32.0;0.9781;1396.0;0.7547;0.0;0.0;0.117;0.0;0.0;25.86;"0.0";"1.0"
"org.eclipse.jetty.servlets.ProxyServlet";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlets.ProxyServlet";22.0;1.0;2.0;17.0;136.0;199.0;3.0;15.0;10.0;0.8988;1022.0;1.0;0.0;0.0;0.1894;0.0;0.0;450909.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.CrossOriginFilter";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlets.CrossOriginFilter";17.0;1.0;0.0;2.0;61.0;70.0;0.0;2.0;4.0;0.9554;868.0;0.4286;0.0;0.0;0.2639;0.0;0.0;484118.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.QoSFilter";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.servlets.QoSFilter";12.0;1.0;0.0;4.0;48.0;30.0;1.0;4.0;10.0;0.9679;459.0;0.4118;0.0;0.0;0.2083;0.0;0.0;358333.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.BalancerServlet";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.servlets.BalancerServlet";22.0;0.0;0.0;6.0;76.0;201.0;0.0;6.0;5.0;0.9206;570.0;1.0;1.0;0.0;0.3905;0.0;0.0;24.5;"0.0";"1.0"
"org.eclipse.jetty.servlets.gzip.CompressedResponseWrapper";"9.0.3.v20130506";"jetty";"9.0.3.v20130506";"org.eclipse.jetty.servlets.gzip.CompressedResponseWrapper";30.0;0.0;3.0;18.0;72.0;267.0;17.0;2.0;27.0;0.8276;547.0;0.8182;1.0;0.0;0.225;0.0;0.0;168667.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.GzipFilter";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.servlets.GzipFilter";13.0;0.0;1.0;11.0;80.0;60.0;4.0;9.0;4.0;0.9327;873.0;0.8077;0.0;0.0;0.2222;0.0;0.0;641538.0;"0.0";"1.0"
"org.eclipse.jetty.servlets.AsyncGzipFilter";"9.2.14.v20151106";"jetty";"9.2.14.v20151106";"org.eclipse.jetty.servlets.AsyncGzipFilter";12.0;0.0;0.0;16.0;92.0;26.0;0.0;16.0;9.0;0.8843;1178.0;0.7727;0.0;0.0;0.2121;0.0;0.0;953333.0;"0.0";"1.0"
"org.mortbay.util.UrlEncoded";"6.0.2";"jetty";"6.0.2";"org.mortbay.util.UrlEncoded";22.0;0.0;0.0;6.0;66.0;231.0;0.0;6.0;22.0;2.0;1289.0;0.0;0.0;0.0;0.25;0.0;0.0;575909.0;"0.0";"1.0"
"org.mortbay.util.IO";"6.1.0";"jetty";"6.1.0";"org.mortbay.util.IO";19.0;0.0;0.0;10.0;51.0;161.0;5.0;7.0;18.0;0.9111;379.0;0.4;2.0;0.0;0.1825;0.0;0.0;186842.0;"0.0";"1.0"
"org.mortbay.log.Slf4jLog";"6.1.14";"jetty";"6.1.14";"org.mortbay.log.Slf4jLog";13.0;1.0;0.0;2.0;28.0;20.0;0.0;2.0;11.0;0.7798;504.0;0.7857;0.0;0.0;0.4167;0.0;0.0;366923.0;"0.0";"1.0"
"org.mortbay.util.ajax.JSON";"6.1.2";"jetty";"6.1.2";"org.mortbay.util.ajax.JSON";25.0;1.0;0.0;7.0;73.0;300.0;1.0;6.0;8.0;0.875;877.0;0.0;0.0;0.0;0.1169;0.0;0.0;34.04;"0.0";"1.0"
"org.mortbay.util.Scanner";"6.1.2";"jetty";"6.1.2";"org.mortbay.util.Scanner";22.0;1.0;0.0;5.0;70.0;141.0;1.0;5.0;17.0;0.8466;544.0;1.0;0.0;0.0;0.1818;0.0;0.0;233182.0;"0.0";"1.0"
"org.eclipse.jetty.util.UrlEncoded";"7.0.1.v20091125";"jetty";"7.0.1.v20091125";"org.eclipse.jetty.util.UrlEncoded";21.0;0.0;0.0;7.0;77.0;210.0;0.0;7.0;21.0;2.0;1626.0;0.0;0.0;0.0;0.2487;0.0;0.0;764286.0;"0.0";"1.0"
"org.eclipse.jetty.util.QuotedStringTokenizer";"7.0.2.v20100331";"jetty";"7.0.2.v20100331";"org.eclipse.jetty.util.QuotedStringTokenizer";21.0;2.0;0.0;4.0;40.0;178.0;3.0;1.0;21.0;0.6227;1238.0;1.0;0.0;0.3704;0.3238;1.0;2.0;574286.0;"0.0";"1.0"
"org.eclipse.jetty.util.log.Slf4jLog";"7.1.0.v20100505";"jetty";"7.1.0.v20100505";"org.eclipse.jetty.util.log.Slf4jLog";16.0;1.0;0.0;3.0;27.0;30.0;0.0;3.0;16.0;0.0;110.0;1.0;0.0;0.0;0.425;0.0;0.0;58125.0;"0.0";"1.0"
"org.eclipse.jetty.util.log.StdErrLog";"7.1.0.v20100505";"jetty";"7.1.0.v20100505";"org.eclipse.jetty.util.log.StdErrLog";27.0;1.0;0.0;3.0;64.0;283.0;1.0;2.0;20.0;0.7912;634.0;1.0;1.0;0.0;0.3407;0.0;0.0;222222.0;"0.0";"1.0"
"org.eclipse.jetty.util.log.JavaUtilLog";"7.1.0.v20100505";"jetty";"7.1.0.v20100505";"org.eclipse.jetty.util.log.JavaUtilLog";16.0;1.0;0.0;1.0;33.0;30.0;0.0;1.0;15.0;0.0667;195.0;1.0;0.0;0.0;0.45;0.0;0.0;11125.0;"0.0";"1.0"
"org.eclipse.jetty.util.ajax.JSON";"7.1.0.v20100505";"jetty";"7.1.0.v20100505";"org.eclipse.jetty.util.ajax.JSON";60.0;1.0;0.0;15.0;129.0;1564.0;4.0;13.0;45.0;0.7797;1732.0;0.6667;1.0;0.0;0.104;0.0;0.0;278167.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.ClasspathPattern";"7.1.6.v20100715";"jetty";"7.1.6.v20100715";"org.eclipse.jetty.webapp.ClasspathPattern";11.0;1.0;0.0;3.0;32.0;27.0;2.0;2.0;8.0;0.2;313.0;1.0;0.0;0.0;0.5758;0.0;0.0;272727.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.WebXmlProcessor";"7.1.6.v20100715";"jetty";"7.1.6.v20100715";"org.eclipse.jetty.webapp.WebXmlProcessor";38.0;1.0;0.0;25.0;193.0;457.0;3.0;23.0;15.0;0.9416;2227.0;0.84;4.0;0.0;0.2204;0.0;0.0;569474.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.WebInfConfiguration";"7.5.0.RC0";"jetty";"7.5.0.RC0";"org.eclipse.jetty.webapp.WebInfConfiguration";13.0;0.0;0.0;14.0;125.0;76.0;2.0;14.0;11.0;10333.0;1385.0;0.2;0.0;0.0;0.4;0.0;0.0;1051538.0;"1.0";"1.0"
"org.eclipse.jetty.webapp.WebAppContext";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.webapp.WebAppContext";84.0;0.0;0.0;42.0;190.0;2784.0;20.0;25.0;75.0;0.9453;1787.0;0.7692;4.0;0.0;0.0799;0.0;0.0;198095.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.StandardDescriptorProcessor";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.webapp.StandardDescriptorProcessor";27.0;0.0;0.0;38.0;174.0;331.0;1.0;37.0;4.0;0.9423;2891.0;0.5;0.0;0.0;0.609;0.0;0.0;106.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.MetaData";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.webapp.MetaData";36.0;1.0;0.0;24.0;101.0;348.0;9.0;18.0;35.0;0.8857;971.0;0.9444;3.0;0.0;0.1778;0.0;0.0;254722.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.Descriptor";"8.0.0.M1";"jetty";"8.0.0.M1";"org.eclipse.jetty.webapp.Descriptor";19.0;1.0;3.0;14.0;56.0;119.0;8.0;7.0;18.0;0.8843;555.0;1.0;2.0;0.0;0.188;0.0;0.0;275789.0;"0.0";"1.0"
"org.eclipse.jetty.webapp.MetaInfConfiguration";"9.1.0.M0";"jetty";"9.1.0.M0";"org.eclipse.jetty.webapp.MetaInfConfiguration";9.0;0.0;0.0;9.0;41.0;34.0;1.0;9.0;6.0;10625.0;201.0;0.25;0.0;0.0;0.3542;0.0;0.0;208889.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnection";"7.1.6.v20100715";"jetty";"7.1.6.v20100715";"org.eclipse.jetty.websocket.WebSocketConnection";16.0;1.0;0.0;19.0;59.0;52.0;4.0;18.0;14.0;0.7185;423.0;0.0;4.0;0.0;0.2063;0.0;0.0;24875.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.AbstractExtension";"7.4.1.v20110513";"jetty";"7.4.1.v20110513";"org.eclipse.jetty.websocket.AbstractExtension";25.0;1.0;3.0;9.0;47.0;182.0;3.0;6.0;25.0;0.8594;304.0;1.0;3.0;0.0;0.212;0.0;0.0;10.84;"0.0";"1.0"
"org.eclipse.jetty.websocket.TestClient";"7.4.5.v20110725";"jetty";"7.4.5.v20110725";"org.eclipse.jetty.websocket.TestClient";23.0;1.0;0.0;14.0;86.0;161.0;2.0;14.0;6.0;0.8927;936.0;0.88;3.0;0.0;0.1948;0.0;0.0;386087.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD13";"7.5.4.v20111024";"jetty";"7.5.4.v20111024";"org.eclipse.jetty.websocket.WebSocketConnectionD13";59.0;0.0;0.0;31.0;123.0;931.0;8.0;29.0;15.0;0.9783;1010.0;0.5217;10.0;0.0;0.0985;0.0;0.0;15339.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD13$WSFrameConnection";"7.6.0.RC1";"jetty";"7.6.0.RC1";"org.eclipse.jetty.websocket.WebSocketConnectionD13$WSFrameConnection";32.0;1.0;0.0;7.0;75.0;224.0;1.0;7.0;30.0;0.6613;376.0;0.0;1.0;0.0;0.2266;0.0;0.0;106875.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketClient$WebSocketFuture";"7.6.0.RC1";"jetty";"7.6.0.RC1";"org.eclipse.jetty.websocket.WebSocketClient$WebSocketFuture";20.0;1.0;0.0;11.0;50.0;118.0;3.0;9.0;17.0;0.7857;447.0;0.0;3.0;0.0;0.15;0.0;0.0;20.65;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionRFC6455";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionRFC6455";55.0;0.0;2.0;29.0;110.0;943.0;7.0;26.0;16.0;0.979;968.0;0.4667;9.0;0.0;0.1173;0.0;0.0;157818.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD08$WSFrameConnection";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionD08$WSFrameConnection";32.0;1.0;0.0;7.0;78.0;224.0;1.0;7.0;30.0;0.6613;386.0;0.5;1.0;0.0;0.2266;0.0;0.0;11.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD06";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionD06";41.0;0.0;1.0;27.0;76.0;562.0;5.0;26.0;14.0;0.9731;600.0;0.5926;9.0;0.0;0.1417;0.0;0.0;129756.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD08";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionD08";54.0;0.0;1.0;27.0;107.0;927.0;5.0;26.0;16.0;0.9719;900.0;0.5385;9.0;0.0;0.1179;0.0;0.0;149444.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD00";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionD00";49.0;0.0;1.0;22.0;97.0;1044.0;2.0;21.0;42.0;0.9438;732.0;0.8;3.0;0.0;0.1515;0.0;0.0;137347.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketFactory";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketFactory";24.0;0.0;0.0;24.0;91.0;192.0;6.0;22.0;17.0;0.7585;763.0;1.0;2.0;0.0;0.2174;0.0;0.0;304167.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketConnectionD06$FrameConnectionD06";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketConnectionD06$FrameConnectionD06";32.0;1.0;0.0;6.0;69.0;374.0;1.0;6.0;30.0;0.8468;332.0;0.0;1.0;0.0;0.2266;0.0;0.0;9.25;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocket$Connection";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocket$Connection";13.0;1.0;0.0;10.0;13.0;78.0;10.0;0.0;13.0;2.0;13.0;0.0;0.0;0.0;0.4038;0.0;0.0;0.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketClientFactory";"7.6.16.v20140903";"jetty";"7.6.16.v20140903";"org.eclipse.jetty.websocket.WebSocketClientFactory";22.0;0.0;0.0;19.0;54.0;183.0;6.0;15.0;12.0;0.869;264.0;1.0;3.0;0.0;0.2041;0.0;0.0;106364.0;"0.0";"1.0"
"org.eclipse.jetty.websocket.WebSocketClient";"8.1.0.RC2";"jetty";"8.1.0.RC2";"org.eclipse.jetty.websocket.WebSocketClient";32.0;1.0;0.0;9.0;65.0;372.0;2.0;9.0;22.0;0.9003;343.0;1.0;2.0;0.0;0.129;0.0;0.0;9375.0;"0.0";"1.0"
"org.eclipse.jetty.xml.XmlConfiguration";"8.1.16.v20140903";"jetty";"8.1.16.v20140903";"org.eclipse.jetty.xml.XmlConfiguration";18.0;1.0;0.0;8.0;60.0;89.0;3.0;8.0;11.0;0.8182;566.0;1.0;2.0;0.0;0.1471;0.0;0.0;298333.0;"1.0";"1.0"
"org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration";"9.0.5.v20130815";"jetty";"9.0.5.v20130815";"org.eclipse.jetty.xml.XmlConfiguration$JettyXmlConfiguration";21.0;1.0;0.0;9.0;111.0;114.0;1.0;9.0;4.0;0.6;2002.0;1.0;1.0;0.0;0.2698;0.0;0.0;941429.0;"0.0";"1.0"
"org.eclipse.jetty.xml.XmlParser";"9.1.2.v20140210";"jetty";"9.1.2.v20140210";"org.eclipse.jetty.xml.XmlParser";20.0;1.0;0.0;8.0;65.0;118.0;3.0;6.0;12.0;0.8224;387.0;1.0;0.0;0.0;0.1754;0.0;0.0;17.95;"0.0";"1.0"
